,R_fighter,B_fighter,Referee,date,location,Winner,Title Fight,weight_class,B Rounds,B Title Fights,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_Stance,B_Weight_lbs,R Rounds,R Title Fights,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_Stance,R_Weight_lbs,B_age,R_age,R_Age Range,B_Age Range
2022,Dustin Poirier,Joe Duffy,Chris Tognoni,1/2/2016,"Las Vegas, Nevada, USA",Red,False,Lightweight,2,0,2,0,2,2,0,0,0,1,1,Orthodox,155,26,0,4,0,4,10,3,0,3,4,3,Southpaw,155,27.0,26.0,Young Prospect,Young Prospect
2023,Scott Holtzman,Drew Dober,Herb Dean,1/2/2016,"Las Vegas, Nevada, USA",Blue,False,Lightweight,10,0,0,2,1,1,4,0,0,0,1,Southpaw,155,3,0,1,0,1,1,0,0,0,0,1,Orthodox,155,27.0,32.0,Experienced,Young Prospect
2024,Sheldon Westcott,Edgar Garcia,Chris Tognoni,1/2/2016,"Las Vegas, Nevada, USA",Red,False,Welterweight,5,0,0,3,0,0,3,0,0,0,0,Orthodox,170,5,1,0,2,0,0,2,0,0,0,0,Southpaw,170,31.0,31.0,Experienced,Experienced
2025,Rafael Dos Anjos,Donald Cerrone,Herb Dean,12/19/2015,"Orlando, Florida, USA",Red,True,Lightweight,38,0,4,0,8,15,3,0,6,5,4,Orthodox,155,48,1,0,2,5,13,5,0,8,3,2,Southpaw,155,32.0,31.0,Experienced,Experienced
2026,Charles Oliveira,Myles Jury,John Hosegood,12/19/2015,"Orlando, Florida, USA",Red,False,Featherweight,16,0,6,0,6,6,1,0,2,2,1,Orthodox,145,27,0,2,0,4,8,6,0,1,0,7,Orthodox,155,27.0,26.0,Young Prospect,Young Prospect
2027,CB Dollaway,Nate Marquardt,Herb Dean,12/19/2015,"Orlando, Florida, USA",Blue,False,Middleweight,40,1,4,0,4,11,8,0,4,4,3,Orthodox,185,31,1,0,1,3,9,7,0,4,2,2,Orthodox,185,36.0,32.0,Experienced,Experienced
2028,Josh Samman,Tamdan McCrory,Jorge Alonso,12/19/2015,"Orlando, Florida, USA",Blue,False,Middleweight,12,0,1,0,1,3,3,0,1,1,1,Switch,185,5,0,3,0,3,3,0,0,0,2,1,Orthodox,185,29.0,27.0,Young Prospect,Experienced
2029,Michael Johnson,Nate Diaz,Jorge Alonso,12/19/2015,"Orlando, Florida, USA",Blue,False,Lightweight,47,2,5,0,5,12,8,0,1,2,8,Southpaw,170,33,1,0,1,4,8,5,0,5,3,0,Southpaw,155,30.0,29.0,Experienced,Experienced
2030,Junior Dos Santos,Alistair Overeem,Dan Miragliotta,12/19/2015,"Orlando, Florida, USA",Blue,False,Heavyweight,13,0,1,0,2,4,3,0,2,2,0,Orthodox,265,34,4,9,0,9,11,2,0,3,8,0,Orthodox,238,35.0,31.0,Experienced,Experienced
2031,Kamaru Usman,Leon Edwards,Dan Miragliotta,12/19/2015,"Orlando, Florida, USA",Red,False,Welterweight,7,0,0,1,2,2,1,0,1,1,0,Southpaw,170,2,1,1,0,1,1,0,0,0,0,1,Switch,170,24.0,28.0,Experienced,Young Prospect
2032,Hayder Hassan,Vicente Luque,Jorge Alonso,12/19/2015,"Orlando, Florida, USA",Blue,False,Welterweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,170,2,1,0,1,0,0,1,0,0,0,0,,170,24.0,33.0,Experienced,Young Prospect
2033,Cole Miller,Jim Alers,Herb Dean,12/19/2015,"Orlando, Florida, USA",Draw,False,Featherweight,5,0,1,0,1,1,1,0,0,0,0,Orthodox,145,37,0,2,0,2,10,7,0,2,1,7,Orthodox,145,29.0,31.0,Experienced,Experienced
2034,Nik Lentz,Danny Castillo,John Hosegood,12/19/2015,"Orlando, Florida, USA",Red,False,Lightweight,34,0,1,0,3,7,6,0,4,2,0,Orthodox,155,41,0,1,0,4,9,6,0,6,1,1,Orthodox,145,36.0,31.0,Experienced,Experienced
2035,Warlley Alves,Colby Covington,Mark Smith,12/12/2015,"Las Vegas, Nevada, USA",Red,False,Welterweight,7,0,3,0,3,3,0,0,1,1,1,Orthodox,170,8,1,3,0,3,3,0,0,1,0,2,Orthodox,170,27.0,24.0,Young Prospect,Young Prospect
2036,Jacare Souza,Yoel Romero,Marc Goddard,12/12/2015,"Las Vegas, Nevada, USA",Blue,False,Middleweight,16,0,6,0,6,6,0,0,1,5,0,Southpaw,185,9,0,5,0,5,5,0,0,1,1,3,Orthodox,185,38.0,36.0,Experienced,Veteran
2037,Jose Aldo,Conor McGregor,John McCarthy,12/12/2015,"Las Vegas, Nevada, USA",Blue,True,Featherweight,10,1,6,0,6,6,0,0,1,5,0,Southpaw,155,30,7,7,0,7,7,0,0,5,2,0,Orthodox,135,27.0,29.0,Experienced,Young Prospect
2038,Chris Weidman,Luke Rockhold,Herb Dean,12/12/2015,"Las Vegas, Nevada, USA",Blue,True,Middleweight,7,0,0,1,4,4,1,0,0,1,3,Southpaw,205,20,4,9,0,9,9,0,0,3,4,2,Orthodox,185,31.0,31.0,Experienced,Experienced
2039,Urijah Faber,Frankie Saenz,Marc Goddard,12/12/2015,"Las Vegas, Nevada, USA",Red,False,Bantamweight,9,0,3,0,3,3,0,0,2,0,0,Orthodox,135,36,3,1,0,4,8,4,0,2,0,6,Orthodox,135,35.0,36.0,Experienced,Experienced
2040,Demian Maia,Gunnar Nelson,John McCarthy,12/12/2015,"Las Vegas, Nevada, USA",Red,False,Welterweight,13,0,4,0,4,5,1,0,1,0,4,Switch,170,55,1,5,0,5,15,6,0,7,1,7,Southpaw,170,27.0,38.0,Veteran,Young Prospect
2041,Leonardo Santos,Kevin Lee,John McCarthy,12/12/2015,"Las Vegas, Nevada, USA",Red,False,Lightweight,13,0,0,1,4,4,1,0,2,0,1,Orthodox,170,10,1,1,0,2,3,1,0,1,0,2,Orthodox,155,23.0,35.0,Experienced,Young Prospect
2042,Joe Proctor,Magomed Mustafaev,Mark Smith,12/12/2015,"Las Vegas, Nevada, USA",Blue,False,Lightweight,2,0,1,0,1,1,0,0,0,0,0,Orthodox,155,13,0,1,0,2,4,2,0,1,2,1,Orthodox,155,27.0,30.0,Experienced,Young Prospect
2043,Court McGee,Marcio Alexandre Junior,Mark Smith,12/12/2015,"Las Vegas, Nevada, USA",Red,False,Welterweight,6,1,0,2,0,0,2,0,0,0,0,Southpaw,185,23,1,3,0,3,5,3,0,2,0,2,Orthodox,170,26.0,30.0,Experienced,Young Prospect
2044,John Makdessi,Yancy Medeiros,Marc Goddard,12/12/2015,"Las Vegas, Nevada, USA",Blue,False,Lightweight,7,0,0,3,2,2,4,0,0,0,2,Orthodox,155,23,0,2,0,3,6,4,0,3,3,0,Orthodox,155,28.0,30.0,Experienced,Experienced
2045,Edson Barboza,Tony Ferguson,John McCarthy,12/11/2015,"Las Vegas, Nevada, USA",Blue,False,Lightweight,19,1,3,0,6,9,1,0,2,2,3,Orthodox,155,30,0,4,0,4,10,3,0,3,5,0,Orthodox,145,31.0,29.0,Experienced,Experienced
2046,Joe Lauzon,Evan Dunham,Herb Dean,12/11/2015,"Las Vegas, Nevada, USA",Blue,False,Lightweight,37,0,4,0,4,9,6,0,3,1,1,Southpaw,155,36,0,3,0,3,12,7,0,1,3,7,Orthodox,155,33.0,31.0,Experienced,Experienced
2047,Ryan LaFlare,Mike Pierce,Jason Herzog,12/11/2015,"Las Vegas, Nevada, USA",Red,False,Welterweight,34,0,1,0,4,9,4,0,4,3,1,Orthodox,170,17,0,4,0,4,4,1,0,4,0,0,Southpaw,170,35.0,32.0,Experienced,Experienced
2048,Gabriel Gonzaga,Konstantin Erokhin,Chris Tognoni,12/11/2015,"Las Vegas, Nevada, USA",Red,False,Heavyweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,230,33,1,4,0,4,11,9,0,0,7,4,Orthodox,242,32.0,36.0,Experienced,Experienced
2049,Frankie Edgar,Chad Mendes,John McCarthy,12/11/2015,"Las Vegas, Nevada, USA",Red,False,Featherweight,24,3,2,0,5,8,3,0,3,5,0,Orthodox,145,68,7,3,0,5,13,5,0,8,3,2,Orthodox,135,30.0,34.0,Experienced,Experienced
2050,Joby Sanchez,Geane Herrera,Chris Tognoni,12/11/2015,"Las Vegas, Nevada, USA",Blue,False,Flyweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,125,6,0,0,1,1,1,1,0,0,0,0,Orthodox,135,25.0,24.0,Young Prospect,Young Prospect
2051,Antonio Carlos Junior,Kevin Casey,Mark Smith,12/10/2015,"Las Vegas, Nevada, USA",Draw,False,Middleweight,6,0,0,2,1,1,2,0,1,0,0,Southpaw,185,9,1,1,0,1,2,1,0,1,0,1,Orthodox,185,34.0,25.0,Young Prospect,Experienced
2052,Jim Miller,Michael Chiesa,Jason Herzog,12/10/2015,"Las Vegas, Nevada, USA",Blue,False,Lightweight,15,1,2,0,2,5,2,0,2,0,3,Southpaw,170,47,0,2,0,7,14,6,0,5,2,6,Southpaw,155,28.0,32.0,Experienced,Experienced
2053,Omari Akhmedov,Sergio Moraes,Jason Herzog,12/10/2015,"Las Vegas, Nevada, USA",Blue,False,Welterweight,10,1,0,1,3,3,1,0,1,0,2,Orthodox,170,6,0,1,0,2,3,1,0,1,2,0,Orthodox,185,33.0,28.0,Experienced,Experienced
2054,Elias Theodorou,Thiago Santos,Marc Goddard,12/10/2015,"Las Vegas, Nevada, USA",Blue,False,Middleweight,7,0,0,1,2,3,2,0,0,3,0,Orthodox,205,7,1,3,0,3,3,0,0,1,2,0,Orthodox,185,31.0,27.0,Young Prospect,Experienced
2055,Rose Namajunas,Paige VanZant,Herb Dean,12/10/2015,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight,9,0,3,0,3,3,0,0,1,1,1,Orthodox,115,4,1,0,1,1,1,1,0,0,0,1,Orthodox,115,21.0,23.0,Young Prospect,Young Prospect
2056,Sage Northcutt,Cody Pfister,Mark Smith,12/10/2015,"Las Vegas, Nevada, USA",Red,False,Lightweight,5,0,0,1,1,1,1,0,1,0,0,Orthodox,155,1,0,1,0,1,1,0,0,0,1,0,Orthodox,170,25.0,19.0,Young Prospect,Young Prospect
2057,Aljamain Sterling,Johnny Eduardo,Marc Goddard,12/10/2015,"Las Vegas, Nevada, USA",Red,False,Bantamweight,7,0,0,1,2,2,1,0,1,1,0,Orthodox,135,9,0,3,0,3,3,0,0,1,1,1,Orthodox,135,37.0,26.0,Young Prospect,Experienced
2058,Tim Means,John Howard,Herb Dean,12/10/2015,"Las Vegas, Nevada, USA",Red,False,Welterweight,35,0,4,0,4,7,6,0,1,2,0,Orthodox,170,24,0,2,0,4,6,4,0,2,2,1,Orthodox,170,32.0,31.0,Experienced,Experienced
2059,Santiago Ponzinibbio,Andreas Stahl,Herb Dean,12/10/2015,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,170,9,0,0,1,2,2,2,0,1,1,0,Orthodox,170,27.0,29.0,Experienced,Young Prospect
2060,Zubaira Tukhugov,Phillipe Nover,Mark Smith,12/10/2015,"Las Vegas, Nevada, USA",Red,False,Featherweight,10,1,0,3,1,1,3,0,0,0,0,Orthodox,145,4,0,2,0,2,2,0,0,1,1,0,Orthodox,145,31.0,24.0,Young Prospect,Experienced
2061,Kailin Curran,Emily Kagan,Marc Goddard,12/10/2015,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight,3,0,0,1,0,0,1,0,0,0,0,,115,6,0,0,2,0,0,2,0,0,0,0,Orthodox,115,34.0,24.0,Young Prospect,Experienced
2062,Dongi Yang,Jake Collier,Herb Dean,11/28/2015,"Seoul, South Korea",Red,False,Middleweight,4,0,0,1,1,1,1,0,0,0,0,Orthodox,230,11,0,0,1,1,1,3,0,0,1,0,Southpaw,185,27.0,30.0,Experienced,Young Prospect
2063,Seo Hee Ham,Cortney Casey,Herb Dean,11/28/2015,"Seoul, South Korea",Red,False,WomenStrawweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,125,3,0,0,1,0,0,1,0,0,0,0,Southpaw,115,28.0,28.0,Experienced,Experienced
2064,Dong Hyun Kim,Dominic Waters,Leon Roberts,11/28/2015,"Seoul, South Korea",Red,False,Welterweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,170,38,0,2,0,4,11,4,0,6,3,1,Southpaw,170,26.0,34.0,Experienced,Young Prospect
2065,Yoshihiro Akiyama,Alberto Mina,Steve Perceval,11/28/2015,"Seoul, South Korea",Blue,False,Welterweight,1,0,1,0,1,1,0,0,0,1,0,Orthodox,170,16,0,1,0,1,2,4,0,1,0,0,Orthodox,170,33.0,40.0,Veteran,Experienced
2066,Tae Hyun Bang,Leo Kuntz,Steve Perceval,11/28/2015,"Seoul, South Korea",Red,False,Lightweight,2,0,0,1,0,0,1,0,0,0,0,Orthodox,155,7,0,0,1,1,1,2,0,0,1,0,Switch,155,32.0,32.0,Experienced,Experienced
2067,Benson Henderson,Jorge Masvidal,Herb Dean,11/28/2015,"Seoul, South Korea",Red,False,Welterweight,21,0,2,0,3,6,2,0,4,1,1,Orthodox,170,47,5,7,0,7,10,3,0,5,0,2,Southpaw,170,31.0,32.0,Experienced,Experienced
2068,Dooho Choi,Sam Sicilia,Greg Kleynjans,11/28/2015,"Seoul, South Korea",Red,False,Featherweight,19,0,1,0,2,5,4,0,2,3,0,Orthodox,145,1,0,1,0,1,1,0,0,0,1,0,Orthodox,145,29.0,24.0,Young Prospect,Experienced
2069,Yui Chul Nam,Mike de la Torre,Leon Roberts,11/28/2015,"Seoul, South Korea",Blue,False,Featherweight,6,0,0,2,1,1,3,0,0,1,0,Orthodox,145,6,0,1,0,1,1,1,0,0,0,0,Orthodox,145,29.0,34.0,Experienced,Experienced
2070,Guangyou Ning,Marco Beltran,Steve Perceval,11/28/2015,"Seoul, South Korea",Blue,False,Bantamweight,3,0,1,0,1,1,0,0,1,0,0,Orthodox,125,5,1,2,0,2,2,0,0,1,1,0,Southpaw,145,29.0,33.0,Experienced,Experienced
2071,Yao Zhikui,Fredy Serrano,Greg Kleynjans,11/28/2015,"Seoul, South Korea",Blue,False,Flyweight,3,0,1,0,1,1,0,0,0,1,0,Orthodox,125,6,0,0,1,1,1,1,0,0,0,0,Orthodox,125,36.0,24.0,Young Prospect,Experienced
2072,Jussier Formiga,Henry Cejudo,Mario Yamasaki,11/21/2015,"Monterrey, Nuevo Leon, Mexico",Blue,False,Flyweight,9,0,3,0,3,3,0,0,3,0,0,Orthodox,135,13,0,0,1,3,4,2,0,3,0,1,Orthodox,125,28.0,30.0,Experienced,Experienced
2073,Efrain Escudero,Leandro Silva,John McCarthy,11/21/2015,"Monterrey, Nuevo Leon, Mexico",Blue,False,Lightweight,12,0,0,2,1,2,3,0,1,0,1,Orthodox,155,26,1,2,0,2,5,5,0,3,1,1,Orthodox,155,30.0,29.0,Experienced,Experienced
2074,Neil Magny,Kelvin Gastelum,John McCarthy,11/21/2015,"Monterrey, Nuevo Leon, Mexico",Red,False,Welterweight,16,1,5,0,5,6,1,0,1,1,2,Southpaw,185,31,0,1,0,7,9,3,0,5,3,1,Orthodox,170,24.0,28.0,Experienced,Young Prospect
2075,Ricardo Lamas,Diego Sanchez,Dan Miragliotta,11/21/2015,"Monterrey, Nuevo Leon, Mexico",Red,False,Featherweight,58,2,6,0,6,14,7,0,6,5,0,Southpaw,170,18,1,4,0,4,6,2,0,2,2,2,Orthodox,145,33.0,33.0,Experienced,Experienced
2076,Erik Perez,Taylor Lapilus,Dan Miragliotta,11/21/2015,"Monterrey, Nuevo Leon, Mexico",Red,False,Bantamweight,5,0,2,0,2,2,0,0,1,1,0,Southpaw,135,11,0,3,0,3,4,2,0,1,2,1,Orthodox,135,23.0,26.0,Young Prospect,Young Prospect
2077,Hector Urbina,Bartosz Fabinski,Mario Yamasaki,11/21/2015,"Monterrey, Nuevo Leon, Mexico",Blue,False,Welterweight,3,0,1,0,1,1,0,0,1,0,0,Orthodox,170,1,0,1,0,1,1,0,0,0,0,1,Orthodox,170,29.0,28.0,Experienced,Experienced
2078,Valmir Lazaro,Michel Prazeres,Gary Copeland,11/21/2015,"Monterrey, Nuevo Leon, Mexico",Blue,False,Lightweight,12,0,0,1,2,2,2,0,1,0,0,Orthodox,170,6,0,0,1,1,1,1,0,0,0,0,Orthodox,155,34.0,30.0,Experienced,Experienced
2079,Gabriel Benitez,Andre Fili,John McCarthy,11/21/2015,"Monterrey, Nuevo Leon, Mexico",Blue,False,Featherweight,9,0,1,0,1,2,2,0,1,1,0,Orthodox,145,6,0,2,0,2,2,0,0,1,0,1,Southpaw,155,25.0,27.0,Young Prospect,Young Prospect
2080,Alejandro Perez,Scott Jorgensen,Gary Copeland,11/21/2015,"Monterrey, Nuevo Leon, Mexico",Red,False,Bantamweight,25,0,2,0,2,4,7,0,2,1,1,Orthodox,135,4,1,1,0,1,1,1,0,1,0,0,Orthodox,145,33.0,26.0,Young Prospect,Experienced
2081,Anthony Perosh,Gian Villante,Greg Kleynjans,11/14/2015,"Melbourne, Victoria, Australia",Blue,False,LightHeavyweight,16,0,0,1,2,3,3,0,0,2,0,Orthodox,230,17,0,0,3,3,5,6,0,0,2,3,Orthodox,205,30.0,43.0,Veteran,Experienced
2082,Kyle Noke,Peter Sobotta,Steve Perceval,11/14/2015,"Melbourne, Victoria, Australia",Red,False,Welterweight,13,0,0,3,2,2,3,0,1,0,1,Southpaw,170,16,0,3,0,3,5,3,0,0,2,2,Southpaw,170,28.0,35.0,Experienced,Experienced
2083,Uriah Hall,Robert Whittaker,Steve Perceval,11/14/2015,"Melbourne, Victoria, Australia",Blue,False,Middleweight,16,1,2,0,3,5,2,0,2,3,0,Orthodox,185,17,1,0,2,3,5,3,0,1,2,0,Orthodox,185,24.0,31.0,Experienced,Young Prospect
2084,Stefan Struve,Jared Rosholt,Herb Dean,11/14/2015,"Melbourne, Victoria, Australia",Blue,False,Heavyweight,16,0,3,0,3,5,1,0,4,1,0,Orthodox,265,26,0,0,1,4,10,5,0,1,4,4,Orthodox,265,29.0,27.0,Young Prospect,Experienced
2085,Jake Matthews,Akbarh Arreola,Greg Kleynjans,11/14/2015,"Melbourne, Victoria, Australia",Red,False,Lightweight,7,0,0,1,1,1,2,0,0,0,1,Southpaw,155,6,0,2,0,2,2,1,0,0,0,2,Orthodox,170,32.0,21.0,Young Prospect,Experienced
2086,Ronda Rousey,Holly Holm,Herb Dean,11/14/2015,"Melbourne, Victoria, Australia",Blue,True,WomenBantamweight,6,0,2,0,2,2,0,0,1,0,0,Southpaw,135,8,6,6,0,6,6,0,0,0,3,3,Orthodox,135,34.0,28.0,Experienced,Experienced
2087,Joanna Jedrzejczyk,Valerie Letourneau,Steve Perceval,11/14/2015,"Melbourne, Victoria, Australia",Red,True,WomenStrawweight,9,0,3,0,3,3,0,0,2,0,0,Orthodox,115,11,2,4,0,4,4,0,0,1,2,0,Orthodox,115,32.0,28.0,Experienced,Experienced
2088,Mark Hunt,Antonio Silva,John Sharp,11/14/2015,"Melbourne, Victoria, Australia",Red,False,Heavyweight,15,1,0,1,2,3,5,0,0,3,0,Orthodox,264,27,1,0,1,4,5,5,0,1,4,0,Orthodox,265,36.0,41.0,Veteran,Experienced
2089,Richie Vaculik,Danny Martinez,John Sharp,11/14/2015,"Melbourne, Victoria, Australia",Blue,False,Flyweight,9,0,0,3,0,0,3,0,0,0,0,Orthodox,125,7,0,0,1,1,1,2,0,1,0,0,Orthodox,125,30.0,32.0,Experienced,Experienced
2090,Daniel Kelly,Steve Montgomery,Herb Dean,11/14/2015,"Melbourne, Victoria, Australia",Red,False,Middleweight,1,0,0,1,0,0,1,0,0,0,0,Southpaw,185,5,0,2,0,2,2,1,0,1,0,1,Southpaw,185,24.0,38.0,Veteran,Young Prospect
2091,Richard Walsh,Steve Kennedy,John Sharp,11/14/2015,"Melbourne, Victoria, Australia",Red,False,Welterweight,1,0,0,1,0,0,1,0,0,0,0,Orthodox,170,7,0,1,0,1,1,2,0,1,0,0,Orthodox,170,32.0,26.0,Young Prospect,Experienced
2092,Ben Nguyen,Ryan Benoit,Greg Kleynjans,11/14/2015,"Melbourne, Victoria, Australia",Red,False,Flyweight,4,0,0,1,1,1,1,0,0,1,0,Orthodox,125,1,0,1,0,1,1,0,0,0,1,0,Switch,125,26.0,27.0,Young Prospect,Young Prospect
2093,Yan Cabral,Johnny Case,Herb Dean,11/7/2015,"Sao Paulo, Sao Paulo, Brazil",Blue,False,Lightweight,8,0,3,0,3,3,0,0,1,1,1,Orthodox,155,8,0,1,0,1,2,1,0,1,0,1,Orthodox,155,26.0,32.0,Experienced,Young Prospect
2094,Thomas Almeida,Anthony Birchak,Keith Peterson,11/7/2015,"Sao Paulo, Sao Paulo, Brazil",Red,False,Bantamweight,2,0,0,1,1,1,1,0,0,1,0,Orthodox,135,6,0,3,0,3,3,0,0,1,2,0,Southpaw,145,29.0,24.0,Young Prospect,Experienced
2095,Alex Oliveira,Piotr Hallmann,Mario Yamasaki,11/7/2015,"Sao Paulo, Sao Paulo, Brazil",Red,False,Lightweight,13,0,1,0,1,2,3,0,0,0,2,Orthodox,155,7,0,0,1,2,2,1,0,1,0,1,Orthodox,170,28.0,27.0,Young Prospect,Experienced
2096,Glover Teixeira,Patrick Cummins,Herb Dean,11/7/2015,"Sao Paulo, Sao Paulo, Brazil",Red,False,LightHeavyweight,13,0,0,1,3,4,2,0,2,2,0,Orthodox,205,19,1,5,0,5,6,2,0,1,1,3,Orthodox,205,34.0,36.0,Experienced,Experienced
2097,Gilbert Burns,Rashid Magomedov,Keith Peterson,11/7/2015,"Sao Paulo, Sao Paulo, Brazil",Blue,False,Lightweight,9,0,3,0,3,3,0,0,2,1,0,Orthodox,155,7,0,3,0,3,3,0,0,1,0,2,Orthodox,170,30.0,29.0,Experienced,Experienced
2098,Fabio Maldonado,Corey Anderson,Herb Dean,11/7/2015,"Sao Paulo, Sao Paulo, Brazil",Blue,False,LightHeavyweight,10,1,2,0,2,3,1,0,2,1,0,Orthodox,205,26,0,1,0,3,5,5,0,2,2,0,Orthodox,205,26.0,35.0,Experienced,Young Prospect
2099,Vitor Belfort,Dan Henderson,Mario Yamasaki,11/7/2015,"Sao Paulo, Sao Paulo, Brazil",Red,False,Middleweight,39,3,2,0,4,8,7,0,3,3,0,Orthodox,185,30,5,3,0,3,13,7,0,0,10,2,Southpaw,185,45.0,38.0,Veteran,Veteran
2100,Gleison Tibau,Abel Trujillo,Keith Peterson,11/7/2015,"Sao Paulo, Sao Paulo, Brazil",Blue,False,Lightweight,13,0,1,0,2,3,3,0,0,3,0,Orthodox,155,62,0,0,1,3,16,9,0,6,1,4,Southpaw,155,32.0,32.0,Experienced,Experienced
2101,Clay Guida,Thiago Tavares,Mario Yamasaki,11/7/2015,"Sao Paulo, Sao Paulo, Brazil",Blue,False,Featherweight,36,0,2,0,2,9,7,0,4,1,4,Orthodox,145,58,0,1,0,4,12,9,0,4,1,4,Orthodox,155,30.0,33.0,Experienced,Experienced
2102,Edimilson Souza,Chas Skelly,Herb Dean,11/7/2015,"Sao Paulo, Sao Paulo, Brazil",Blue,False,Featherweight,9,0,0,1,3,3,1,0,1,1,1,Orthodox,145,6,0,3,0,3,3,0,0,0,2,0,Orthodox,145,30.0,31.0,Experienced,Experienced
2103,Viscardi Andrade,Gasan Umalatov,Eduardo Herdy,11/7/2015,"Sao Paulo, Sao Paulo, Brazil",Red,False,Welterweight,9,0,0,1,1,1,2,0,1,0,0,Orthodox,170,4,0,1,0,1,1,1,0,0,1,0,Orthodox,170,33.0,31.0,Experienced,Experienced
2104,Pedro Munhoz,Jimmie Rivera,Mario Yamasaki,11/7/2015,"Sao Paulo, Sao Paulo, Brazil",Blue,False,Bantamweight,1,0,1,0,1,1,0,0,0,1,0,Orthodox,135,5,0,0,1,1,1,2,0,0,1,0,Orthodox,135,26.0,29.0,Experienced,Young Prospect
2105,Scott Askham,Krzysztof Jotko,Kevin Sataki,10/24/2015,"Dublin, Leinster, Ireland",Blue,False,Middleweight,8,0,1,0,1,2,1,0,2,0,0,Southpaw,185,4,0,0,1,1,1,1,0,0,1,0,Southpaw,185,26.0,27.0,Young Prospect,Young Prospect
2106,Norman Parke,Reza Madadi,Leon Roberts,10/24/2015,"Dublin, Leinster, Ireland",Red,False,Lightweight,8,0,1,0,1,2,1,0,0,0,2,Orthodox,155,20,1,3,0,3,4,3,0,3,1,0,Southpaw,155,37.0,28.0,Experienced,Experienced
2107,Aisling Daly,Ericka Almeida,Piotr Michalak,10/24/2015,"Dublin, Leinster, Ireland",Red,False,WomenStrawweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,115,4,0,1,0,1,1,1,0,0,0,1,Orthodox,115,26.0,27.0,Young Prospect,Young Prospect
2108,Neil Seery,Jon Delos Reyes,Kevin Sataki,10/24/2015,"Dublin, Leinster, Ireland",Red,False,Flyweight,4,0,0,2,1,1,2,0,0,0,1,Orthodox,125,12,0,0,1,2,2,2,0,2,0,0,Orthodox,125,28.0,36.0,Experienced,Experienced
2109,Nicolas Dalby,Darren Till,Marc Goddard,10/24/2015,"Dublin, Leinster, Ireland",Draw,False,Welterweight,2,0,1,0,1,1,0,0,0,1,0,Southpaw,185,3,0,1,0,1,1,0,0,0,0,0,Orthodox,170,22.0,30.0,Experienced,Young Prospect
2110,Cathal Pendred,Tom Breese,Leon Roberts,10/24/2015,"Dublin, Leinster, Ireland",Blue,False,Welterweight,1,0,1,0,1,1,0,0,0,1,0,Southpaw,185,14,0,4,0,4,4,1,0,2,0,1,Orthodox,170,24.0,28.0,Experienced,Young Prospect
2111,Paddy Holohan,Louis Smolka,Marc Goddard,10/24/2015,"Dublin, Leinster, Ireland",Blue,False,Flyweight,12,0,1,0,2,3,1,0,2,1,0,Orthodox,135,10,0,1,0,2,3,1,0,2,0,1,Orthodox,125,24.0,27.0,Young Prospect,Young Prospect
2112,Stevie Ray,Mickael Lebout,Leon Roberts,10/24/2015,"Dublin, Leinster, Ireland",Red,False,Lightweight,6,0,0,1,1,1,1,0,1,0,0,Orthodox,155,3,0,2,0,2,2,0,0,0,2,0,Southpaw,155,28.0,25.0,Young Prospect,Experienced
2113,Darren Elkins,Robert Whiteford,Marc Goddard,10/24/2015,"Dublin, Leinster, Ireland",Red,False,Featherweight,6,0,0,1,2,2,1,0,1,1,0,Southpaw,145,28,0,1,0,5,8,4,0,5,2,0,Orthodox,145,32.0,31.0,Experienced,Experienced
2114,Bubba Bush,Garreth McLellan,Piotr Michalak,10/24/2015,"Dublin, Leinster, Ireland",Blue,False,Middleweight,3,0,0,1,0,0,1,0,0,0,0,Southpaw,185,1,0,0,1,0,0,1,0,0,0,0,Orthodox,185,33.0,30.0,Experienced,Experienced
2115,Yair Rodriguez,Dan Hooker,Kerry Hatley,10/3/2015,"Houston, Texas, USA",Red,False,Featherweight,6,0,1,0,1,2,1,0,0,2,0,Switch,155,6,1,2,0,2,2,0,0,1,0,0,Orthodox,145,25.0,22.0,Young Prospect,Young Prospect
2116,Ryan Bader,Rashad Evans,Herb Dean,10/3/2015,"Houston, Texas, USA",Red,False,LightHeavyweight,51,4,5,0,5,14,4,0,3,6,0,Orthodox,205,38,1,5,0,5,12,4,0,7,3,1,Orthodox,205,36.0,32.0,Experienced,Experienced
2117,Joseph Benavidez,Ali Bagautinov,Kerry Hatley,10/3/2015,"Houston, Texas, USA",Red,False,Flyweight,14,1,3,0,3,3,1,0,2,1,0,Orthodox,125,27,2,3,0,3,9,2,0,5,3,1,Southpaw,125,30.0,31.0,Experienced,Experienced
