R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,B_avg_KD,B_avg_opp_KD,B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Weight_lbs,R_avg_KD,R_avg_opp_KD,R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Weight_lbs,B_age,R_age
Vicente Luque,Hector Urbina,Fernando Portella,9/24/2016,"Brasilia, Distrito Federal, Brazil",Red,FALSE,Welterweight,0,0,559,4,0,1,0,1,1,1,0,0,0,0,0,1,0,Orthodox,180.34,170,0,0,524.25,6,0,0,1,2,2,1,0,0,0,0,0,2,0,Orthodox,180.34,170,29,24
Alan Patrick,Stevie Ray,Mario Yamasaki,9/24/2016,"Brasilia, Distrito Federal, Brazil",Red,FALSE,Lightweight,0.25,0,586.25,6,0,3,0,3,3,0,0,0,0,1,2,0,0,Southpaw,177.8,155,0.125,0.25,689.25,9,0,2,0,2,3,1,0,0,0,2,1,0,0,Southpaw,180.34,155,26,33
Dustin Poirier,Michael Johnson,Dan Miragliotta,9/17/2016,"Hidalgo, Texas, USA",Blue,FALSE,Lightweight,0.073486328,0.001953125,881.213623,36,1,0,1,4,8,6,0,0,0,5,3,0,0,Southpaw,177.8,155,1.40625,0.03125,362.4675293,30,0,4,0,4,12,3,0,0,0,4,5,3,0,Southpaw,175.26,155,30,27
Chris Wade,Islam Makhachev,Dan Miragliotta,9/17/2016,"Hidalgo, Texas, USA",Blue,FALSE,Lightweight,0,0.5,282,3,0,1,0,1,1,1,0,0,0,0,0,1,0,Southpaw,177.8,155,0.5,0,690.75,11,0,4,0,4,4,1,0,0,0,2,0,2,0,Orthodox,177.8,155,24,28
Roan Carneiro,Kenny Robertson,Kerry Hatley,9/17/2016,"Hidalgo, Texas, USA",Red,FALSE,Welterweight,0.75,0.0078125,650.0546875,17,0,0,2,3,4,4,0,0,0,1,1,2,0,Orthodox,177.8,170,0,0,285.453125,14,0,1,0,1,3,4,0,0,0,1,1,1,0,Orthodox,180.34,170,32,38
Gabriel Benitez,Sam Sicilia,Dan Miragliotta,9/17/2016,"Hidalgo, Texas, USA",Red,FALSE,Featherweight,0.125,0.515625,363.0410156,20,0,1,0,2,5,5,0,0,0,2,3,0,0,Orthodox,172.72,145,0,0.5,479,7,0,2,0,2,2,1,0,0,0,1,0,1,0,Southpaw,172.72,155,30,28
Uriah Hall,Derek Brunson,Herb Dean,9/17/2016,"Hidalgo, Texas, USA",Blue,FALSE,Middleweight,0.140625,0,214.40625,13,0,2,0,4,6,1,0,0,0,2,3,1,0,Southpaw,185.42,185,0.2890625,0,636.71875,20,1,0,2,3,5,4,0,0,0,1,2,0,2,Orthodox,182.88,185,32,32
Chas Skelly,Maximo Blanco,Herb Dean,9/17/2016,"Hidalgo, Texas, USA",Red,FALSE,Featherweight,0.3125,0.53125,324.328125,18,0,0,1,3,4,4,0,0,0,3,1,0,0,Orthodox,172.72,145,0.125,0.25,718.09375,14,0,0,1,4,4,2,0,0,0,1,1,2,0,Orthodox,180.34,145,32,31
Augusto Montano,Belal Muhammad,Herb Dean,9/17/2016,"Hidalgo, Texas, USA",Blue,FALSE,Welterweight,0,3,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,180.34,170,0,0,595,4,0,1,0,1,1,1,0,0,0,0,1,0,0,Orthodox,185.42,170,28,31
Erick Montano,Randy Brown,Jacob Montalvo,9/17/2016,"Hidalgo, Texas, USA",Blue,FALSE,Welterweight,0,0,675.5,5,0,1,0,1,1,1,0,0,0,1,0,0,0,Orthodox,190.5,170,0,0,900,3,1,1,0,1,1,0,0,0,1,0,0,0,0,Orthodox,182.88,170,26,30
Antonio Carlos Junior,Leonardo Guimaraes,Jacob Montalvo,9/17/2016,"Hidalgo, Texas, USA",Red,FALSE,Middleweight,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,185,0,0,572.875,13,1,1,0,1,2,3,0,0,0,1,0,1,0,Orthodox,187.96,185,34,26
Jose Quinonez,Joey Gomez,Kerry Hatley,9/17/2016,"Hidalgo, Texas, USA",Red,FALSE,Bantamweight,0,1,553,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,177.8,155,0,0,527,4,1,0,1,1,1,1,0,0,0,0,0,1,0,Southpaw,172.72,135,27,26
Stipe Miocic,Alistair Overeem,Marc Goddard,9/10/2016,"Cleveland, Ohio, USA",Red,TRUE,Heavyweight,0.78515625,0.16796875,483.4179688,17,0,1,0,4,6,3,0,0,0,2,4,0,0,Orthodox,193.04,265,0.782226563,0.0625,387.7685547,27,1,3,0,3,9,2,0,0,0,3,6,0,0,Orthodox,193.04,240,36,34
CM Punk,Mickey Gall,Keith Peterson,9/10/2016,"Cleveland, Ohio, USA",Blue,FALSE,Welterweight,1,0,45,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Switch,187.96,170,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,170,24,37
Urijah Faber,Jimmie Rivera,Gary Copeland,9/10/2016,"Cleveland, Ohio, USA",Blue,FALSE,Bantamweight,0.25,0,697.25,7,0,3,0,3,3,0,0,0,1,1,1,0,0,Orthodox,162.56,135,0.070556641,0.515625,1222.465576171875,44,4,1,0,4,9,5,0,0,0,3,0,6,0,Orthodox,167.64000000000001,135,27,37
Jessica Andrade,Joanne Calderwood,Jerry Poe,9/10/2016,"Cleveland, Ohio, USA",Red,FALSE,WomenStrawweight,1.25,0,730.75,10,0,1,0,2,3,1,0,0,0,2,1,0,0,Orthodox,167.64000000000001,125,0.0625,0,540.9453125,17,0,0,1,3,5,3,0,0,1,2,1,1,0,Orthodox,154.94,115,30,24
Fabricio Werdum,Travis Browne,Gary Copeland,9/10/2016,"Cleveland, Ohio, USA",Red,FALSE,Heavyweight,0.137084961,0.892578125,465.2209473,24,0,1,0,3,9,5,0,0,0,1,7,1,0,Orthodox,198.12,255,0.140625,0.629882813,442.4277344,24,3,0,1,6,8,3,0,0,0,2,4,2,0,Orthodox,193.04,231,34,39
Brad Tavares,Caio Magalhaes,Keith Peterson,9/10/2016,"Cleveland, Ohio, USA",Red,FALSE,Middleweight,0.375,0,198.28125,11,0,0,1,4,4,2,0,0,0,1,2,1,0,Orthodox,185.42,185,0.000488281,0.750488281,421.4375,31,0,2,0,5,8,4,0,0,1,6,1,0,0,Orthodox,185.42,185,28,28
Jessica Eye,Bethe Correia,Marc Goddard,9/10/2016,"Cleveland, Ohio, USA",Blue,FALSE,WomenBantamweight,0,0.25,623,12,1,3,0,3,3,2,0,0,1,1,1,0,0,Orthodox,165.1,135,0,0.125,868.125,17,0,0,2,1,1,5,0,0,0,0,0,0,1,Orthodox,167.64000000000001,125,33,30
Yancy Medeiros,Sean Spencer,Marc Goddard,9/10/2016,"Cleveland, Ohio, USA",Red,FALSE,Welterweight,0.875,0.0625,879.890625,21,0,0,1,2,3,4,0,0,1,2,0,0,0,Orthodox,177.8,170,0.8203125,0.25,730.5859375,13,0,0,3,2,3,5,0,0,1,0,0,2,0,Orthodox,177.8,155,29,29
Ryan Bader,Ilir Latifi,Neil Hall,9/3/2016,"Hamburg, Hamburg, Germany",Red,FALSE,LightHeavyweight,0.375,0,492.75,11,0,0,1,3,5,2,0,0,0,1,3,1,0,Orthodox,177.8,205,0.004463196,0.010009766,519.8776702880859,42,1,5,0,5,13,5,0,0,1,8,3,1,0,Orthodox,187.96,205,33,33
Peter Sobotta,Nicolas Dalby,Leon Roberts,9/3/2016,"Hamburg, Hamburg, Germany",Red,FALSE,Welterweight,0,0.75,900,9,0,1,0,1,1,2,0,0,1,0,0,0,0,Orthodox,180.34,170,0,0.5,329.75,14,0,0,3,2,2,4,0,0,0,1,0,1,0,Southpaw,182.88,170,31,29
Taylor Lapilus,Leandro Issa,Lukasz Bosacki,9/3/2016,"Hamburg, Hamburg, Germany",Red,FALSE,Bantamweight,0,0,766.75,10,0,0,1,2,2,2,0,0,0,0,0,2,0,Orthodox,170.18,135,0.75,0,771.5,8,0,2,0,2,2,1,0,0,0,1,1,0,0,Southpaw,167.64000000000001,135,32,24
Nick Hein,Tae Hyun Bang,Lukasz Bosacki,9/3/2016,"Hamburg, Hamburg, Germany",Red,FALSE,Lightweight,0.75,0.25,711.625,10,0,0,1,1,2,2,0,0,1,0,1,0,0,Switch,175.26,155,0.25,0,900,12,0,1,0,2,3,1,0,0,0,3,0,0,0,Southpaw,167.64000000000001,155,33,32
Andrei Arlovski,Josh Barnett,Leon Roberts,9/3/2016,"Hamburg, Hamburg, Germany",Blue,FALSE,Heavyweight,0.0625,0.00390625,687.0195313,18,1,1,0,4,6,3,0,0,0,1,4,1,0,Orthodox,190.5,250,0.098518372,0.8129920959472656,359.0662307739258,37,5,1,0,7,14,6,0,0,1,2,9,2,0,Orthodox,190.5,240,38,37
Alexander Gustafsson,Jan Blachowicz,Marc Goddard,9/3/2016,"Hamburg, Hamburg, Germany",Red,FALSE,LightHeavyweight,0,0,802.25,10,0,1,0,1,2,2,0,0,0,1,1,0,0,Orthodox,187.96,205,0.653808594,0.25,971.1201172,27,2,1,0,6,8,4,0,0,0,2,4,2,0,Orthodox,195.57999999999998,205,33,29
Rustam Khabilov,Leandro Silva,Neil Hall,9/3/2016,"Hamburg, Hamburg, Germany",Red,FALSE,Lightweight,0,0,852.65625,18,0,0,2,2,3,4,0,0,0,2,0,1,0,Orthodox,175.26,155,0.03125,0.5625,881.109375,18,0,3,0,3,5,2,0,0,0,3,1,0,1,Orthodox,172.72,155,30,29
Sam Alvey,Kevin Casey,Yves Lavigne,8/27/2016,"Vancouver, British Columbia, Canada",Red,FALSE,Middleweight,0.03125,0.28125,727.4375,13,0,0,2,1,1,5,0,0,0,1,0,0,0,Southpaw,180.34,185,0.09375,0,349.8125,11,0,0,1,3,4,3,0,0,0,0,3,1,0,Southpaw,187.96,205,35,30
Garreth McLellan,Alessio Di Chirico,Kevin Dornan,8/27/2016,"Vancouver, British Columbia, Canada",Blue,FALSE,Middleweight,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,185,0,0.5,623,8,0,0,1,1,1,2,0,0,0,0,1,0,0,Southpaw,185.42,185,26,33
Anthony Pettis,Charles Oliveira,Yves Lavigne,8/27/2016,"Vancouver, British Columbia, Canada",Red,FALSE,Featherweight,0.125244141,0.00390625,295.909668,28,0,2,0,4,9,6,0,0,0,1,0,8,0,Orthodox,177.8,155,0.0234375,0,907.1796875,22,3,0,1,5,5,4,0,0,1,0,2,2,0,Orthodox,177.8,155,26,29
Joe Lauzon,Jim Miller,John McCarthy,8/27/2016,"Vancouver, British Columbia, Canada",Blue,FALSE,Lightweight,6.67572021484375e-05,0.015625,451.41675066947937,53,0,2,0,7,15,8,0,0,1,5,3,6,0,Southpaw,172.72,155,0.5002450942993164,0.081054688,359.6507272720337,40,0,3,0,3,13,8,0,0,0,1,4,7,1,Orthodox,177.8,155,32,32
Demian Maia,Carlos Condit,John McCarthy,8/27/2016,"Vancouver, British Columbia, Canada",Red,FALSE,Welterweight,0.333984375,0.625976563,1078.374023,37,3,0,1,5,7,5,0,0,1,1,4,0,1,Orthodox,187.96,170,0.03125,1.9073486328125e-05,871.8929526805878,61,1,5,0,5,17,6,0,0,0,8,1,8,0,Southpaw,185.42,170,32,38
Enrique Barzola,Kyle Bochniak,Dan Miragliotta,8/27/2016,"Vancouver, British Columbia, Canada",Blue,FALSE,Featherweight,1,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,170.18,145,0,0,900,3,1,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,170.18,145,29,27
Paige VanZant,Bec Rawlings,Dan Miragliotta,8/27/2016,"Vancouver, British Columbia, Canada",Red,FALSE,WomenStrawweight,0,0,737.25,7,0,0,1,2,2,1,0,0,0,1,0,1,0,Orthodox,167.64000000000001,125,0,0,1047,14,0,3,0,3,3,1,0,0,0,1,1,1,0,Orthodox,162.56,115,27,22
Chad Laprise,Thibault Gouti,Kevin Dornan,8/27/2016,"Vancouver, British Columbia, Canada",Red,FALSE,Lightweight,0,0.5,386,4,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,177.8,155,0,0.25,715.75,13,1,3,0,3,3,2,0,0,1,2,0,0,0,Orthodox,177.8,170,29,30
Cody Garbrandt,Takeya Mizugaki,John McCarthy,8/20/2016,"Las Vegas, Nevada, USA",Red,FALSE,Bantamweight,0.064453125,0,752.5527344,33,0,1,0,5,8,4,0,0,3,4,1,0,0,Orthodox,170.18,135,1.125,0,374.75,8,0,4,0,4,4,0,0,0,0,1,3,0,0,Orthodox,172.72,135,32,25
Rick Story,Donald Cerrone,Herb Dean,8/20/2016,"Las Vegas, Nevada, USA",Blue,FALSE,Welterweight,1.5151748657226562,0.000335693,512.9916591644287,43,1,4,0,8,17,4,0,0,0,6,6,5,0,Orthodox,185.42,155,0.367248535,0,982.9482803344727,49,0,0,1,6,12,6,0,0,3,5,2,2,0,Southpaw,175.26,170,33,31
Raquel Pennington,Elizabeth Phillips,Herb Dean,8/20/2016,"Las Vegas, Nevada, USA",Red,FALSE,WomenBantamweight,0,0,900,9,0,0,2,1,1,2,0,0,0,1,0,0,0,Orthodox,167.64000000000001,135,0,0,786.9375,15,0,1,0,2,4,2,0,0,1,1,0,2,0,Orthodox,170.18,135,30,27
Anthony Johnson,Glover Teixeira,Dan Miragliotta,8/20/2016,"Las Vegas, Nevada, USA",Red,FALSE,LightHeavyweight,0.521484375,0,357.7519531,22,1,5,0,5,8,2,0,0,0,1,3,3,1,Orthodox,187.96,205,0.475524902,0,249.22271728515625,30,1,1,0,3,12,5,0,0,0,2,10,0,0,Orthodox,187.96,205,36,32
Nate Diaz,Conor McGregor,John McCarthy,8/20/2016,"Las Vegas, Nevada, USA",Blue,FALSE,Welterweight,0.4921875,0,394.4453125,13,2,7,0,7,7,1,0,0,0,1,6,0,0,Southpaw,175.26,155,0.002075672,0.047149658,673.1515693664551,52,2,5,0,5,14,8,0,0,1,2,2,9,0,Southpaw,182.88,170,28,31
Randa Markos,Cortney Casey,Mark Smith,8/20/2016,"Las Vegas, Nevada, USA",Blue,FALSE,WomenStrawweight,0,0.25,528,7,0,0,2,1,1,2,0,0,0,0,1,0,0,Orthodox,170.18,125,0,0,900,12,0,0,1,1,2,2,0,0,0,2,0,0,0,Orthodox,162.56,115,29,31
Neil Magny,Lorenz Larkin,Dan Miragliotta,8/20/2016,"Las Vegas, Nevada, USA",Blue,FALSE,Welterweight,0.1875,0.015625,790.171875,22,0,0,1,2,4,5,0,0,1,1,2,0,0,Orthodox,180.34,170,0.001953125,1.5,874.6636962890625,39,0,1,0,7,11,3,0,0,1,5,4,1,0,Orthodox,190.5,170,29,29
Viktor Pesta,Marcin Tybura,John McCarthy,8/6/2016,"Salt Lake City, Utah, USA",Blue,FALSE,Heavyweight,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,190.5,249,0,0,787.5,9,0,0,1,1,1,2,0,0,0,1,0,0,0,Orthodox,190.5,240,30,26
Court McGee,Dominique Steele,Dan Miragliotta,8/6/2016,"Salt Lake City, Utah, USA",Red,FALSE,Welterweight,0.75,0.25,617.5,7,0,0,1,1,1,2,0,0,0,0,1,0,0,Orthodox,177.8,170,0,0.505859375,576.3320313,27,1,3,0,3,6,4,0,0,1,3,0,2,0,Orthodox,180.34,170,28,31
Thales Leites,Chris Camozzi,Dan Miragliotta,8/6/2016,"Salt Lake City, Utah, USA",Red,FALSE,Middleweight,0.25,0.00012207,631.9464721679688,40,0,2,0,4,9,7,0,0,2,4,1,1,1,Orthodox,187.96,185,0.094299316,0.125061035,940.2792969,39,1,0,1,5,10,5,0,0,1,3,2,4,0,Orthodox,185.42,185,29,34
Santiago Ponzinibbio,Zak Cummings,Herb Dean,8/6/2016,"Salt Lake City, Utah, USA",Red,FALSE,Welterweight,0.75,0,606.6875,10,0,2,0,2,4,1,0,0,0,2,1,1,0,Southpaw,182.88,185,0.8125,0.15625,341.5,11,0,0,1,2,4,2,0,0,0,1,3,0,0,Orthodox,182.88,170,32,29
Dennis Bermudez,Rony Jason,John McCarthy,8/6/2016,"Salt Lake City, Utah, USA",Red,FALSE,Featherweight,0.125,0.0625,368,12,1,3,0,3,4,3,0,0,0,1,2,1,0,Orthodox,170.18,145,0.098632813,0.631835938,713.1689453,26,1,0,1,7,8,3,0,0,2,3,1,2,0,Orthodox,167.64000000000001,155,32,29
Yair Rodriguez,Alex Caceres,Herb Dean,8/6/2016,"Salt Lake City, Utah, USA",Red,FALSE,Featherweight,0.515625,0.133300781,781.9416504,36,0,0,2,2,7,7,0,0,2,3,0,2,0,Southpaw,177.8,145,0.5,0,667.5,11,1,4,0,4,4,0,0,0,1,2,1,0,0,Orthodox,180.34,145,28,23
Teruto Ishihara,Horacio Gutierrez,Dave Seljestad,8/6/2016,"Salt Lake City, Utah, USA",Red,FALSE,Featherweight,0,0,900,3,1,0,1,0,0,1,0,0,0,0,0,0,0,,177.8,145,1.5,0,617,5,0,0,1,1,1,1,0,0,0,0,1,0,0,Southpaw,170.18,135,25,25
Cub Swanson,Tatsuya Kawajiri,John McCarthy,8/6/2016,"Salt Lake City, Utah, USA",Red,FALSE,Featherweight,0,0.0625,865.625,14,0,1,0,2,3,2,0,0,0,2,0,1,0,Orthodox,170.18,145,1.044921875,0,982.6914063,29,0,0,1,6,7,3,0,0,0,3,4,0,0,Orthodox,172.72,145,38,32
Ryan Benoit,Fredy Serrano,Blake Grice,7/30/2016,"Atlanta, Georgia, USA",Red,FALSE,Flyweight,0.5,0,369,4,0,2,0,2,2,0,0,0,0,0,2,0,0,Orthodox,160.02,125,0.25,0,318.75,5,0,0,1,1,1,2,0,0,0,0,1,0,0,Orthodox,165.1,125,36,26
Rose Namajunas,Karolina Kowalkiewicz,Blake Grice,7/30/2016,"Atlanta, Georgia, USA",Blue,FALSE,WomenStrawweight,0,0,900,6,0,2,0,2,2,0,0,0,0,2,0,0,0,Orthodox,160.02,115,0,0,892.875,12,1,0,1,3,3,1,0,0,0,1,0,2,0,Orthodox,165.1,115,30,24
Francisco Rivera,Erik Perez,George Allen,7/30/2016,"Atlanta, Georgia, USA",Blue,FALSE,Bantamweight,0.171875,0.5,733.234375,14,0,3,0,3,5,2,0,0,0,2,2,1,0,Orthodox,172.72,135,0.154296875,0.3515625,552.7949219,21,0,0,1,2,4,6,0,0,0,1,3,0,0,Orthodox,172.72,135,26,34
Nikita Krylov,Ed Herman,Marc Goddard,7/30/2016,"Atlanta, Georgia, USA",Red,FALSE,LightHeavyweight,0.50201416,0.250976563,424.7625045776367,39,1,0,2,3,10,8,0,0,1,2,3,4,0,Orthodox,185.42,205,0.140625,0.0625,325.828125,10,0,0,1,4,5,2,0,0,0,0,2,3,0,Orthodox,190.5,205,35,24
Matt Brown,Jake Ellenberger,Marc Goddard,7/30/2016,"Atlanta, Georgia, USA",Blue,FALSE,Welterweight,0.261566162,0.533203125,650.5898438,35,0,0,1,6,9,7,0,0,1,2,4,1,1,Orthodox,175.26,170,0.020065308,0.0390625,743.0272197723389,49,0,1,0,7,13,8,0,0,0,2,9,2,0,Orthodox,182.88,170,31,35
Anthony Hamilton,Damian Grabowski,George Allen,7/30/2016,"Atlanta, Georgia, USA",Red,FALSE,Heavyweight,0,0,137,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,185.42,241,0,0.125,722.5625,10,0,0,1,1,2,3,0,0,0,1,1,0,0,Orthodox,195.57999999999998,260,36,36
Ross Pearson,Jorge Masvidal,Blake Grice,7/30/2016,"Atlanta, Georgia, USA",Blue,FALSE,Welterweight,0.15625,0.021484375,969.6621094,29,0,2,0,3,6,4,0,0,0,4,1,1,0,Orthodox,180.34,170,0.022460938,0.015785217,885.1338233947754,51,1,3,0,3,11,9,0,0,2,4,4,0,1,Orthodox,172.72,155,31,31
Robbie Lawler,Tyron Woodley,Dan Miragliotta,7/30/2016,"Atlanta, Georgia, USA",Blue,TRUE,Welterweight,0.390625,0,627.3125,14,0,1,0,2,5,2,0,0,1,0,4,0,0,Orthodox,175.26,170,0.793334961,0.000488281,1403.6566467285156,48,4,3,0,5,12,4,0,0,3,3,6,0,0,Southpaw,180.34,170,34,34
Michael Graves,Bojan Velickovic,George Allen,7/30/2016,"Atlanta, Georgia, USA",Draw,FALSE,Welterweight,0,0,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Southpaw,182.88,170,0,0,675.5,5,0,2,0,2,2,0,0,0,0,1,0,1,0,Orthodox,177.8,170,27,25
Cesar Arzamendia,Damien Brown,Marc Goddard,7/30/2016,"Atlanta, Georgia, USA",Blue,FALSE,Lightweight,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,177.8,155,0,1,222,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,180.34,155,31,25
Kamaru Usman,Alexander Yakovlev,John McCarthy,7/23/2016,"Chicago, Illinois, USA",Red,FALSE,Welterweight,0.75,0.125,569.5,10,0,0,2,2,2,2,0,0,0,1,1,0,0,Southpaw,190.5,155,0,0,639.5,5,1,2,0,2,2,0,0,0,0,1,0,1,0,Switch,182.88,170,32,29
Felice Herrig,Kailin Curran,John McCarthy,7/23/2016,"Chicago, Illinois, USA",Red,FALSE,WomenStrawweight,0,0,668.75,8,0,0,2,1,1,2,0,0,0,0,0,1,0,Orthodox,162.56,115,0,0,692.5,5,0,1,0,1,1,1,0,0,0,0,0,1,0,Orthodox,162.56,115,25,31
Frankie Saenz,Eddie Wineland,Robert Madrigal,7/23/2016,"Chicago, Illinois, USA",Blue,FALSE,Bantamweight,0.171875,0.3125,660.46875,19,1,0,2,2,3,5,0,0,1,0,2,0,0,Orthodox,170.18,135,0,0,900,12,0,3,0,3,3,1,0,0,1,2,0,0,0,Orthodox,167.64000000000001,135,32,35
Holly Holm,Valentina Shevchenko,Robert Madrigal,7/23/2016,"Chicago, Illinois, USA",Blue,FALSE,WomenBantamweight,0,0,900,6,0,1,0,1,1,1,0,0,1,0,0,0,0,Southpaw,165.1,125,0.25,0,1019.75,13,2,3,0,3,3,1,0,0,1,1,1,0,0,Southpaw,172.72,135,28,34
Edson Barboza,Gilbert Melendez,John McCarthy,7/23/2016,"Chicago, Illinois, USA",Red,FALSE,Lightweight,0,0.125,853.25,13,2,0,1,1,1,3,0,0,0,1,0,0,0,Orthodox,175.26,145,0.022949219,0.008300781,774.7420654296875,35,0,4,0,4,11,4,0,1,1,4,5,0,0,Orthodox,180.34,145,34,30
Darren Elkins,Godofredo Pepey,Herb Dean,7/23/2016,"Chicago, Illinois, USA",Red,FALSE,Featherweight,0.125,0,225.25,11,1,0,1,3,4,3,0,0,1,0,1,2,0,Orthodox,170.18,145,0.00390625,0.0078125,890.5015869140625,34,0,1,0,5,10,4,0,0,1,7,2,0,0,Orthodox,177.8,145,29,32
Alex Oliveira,James Moontasri,Herb Dean,7/23/2016,"Chicago, Illinois, USA",Red,FALSE,Welterweight,0.625,0,345.625,7,0,0,1,1,2,2,0,0,0,0,1,1,0,Switch,177.8,170,0.25,0,415.8125,11,0,0,1,3,3,2,0,0,0,1,1,1,0,Orthodox,180.34,170,28,28
Jim Alers,Jason Knight,John McCarthy,7/23/2016,"Chicago, Illinois, USA",Blue,FALSE,Featherweight,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,177.8,145,0.25,0.25,571.75,7,0,1,0,1,1,2,0,0,1,0,0,0,0,Orthodox,175.26,145,24,29
Louis Smolka,Ben Nguyen,Herb Dean,7/13/2016,"Sioux Falls, South Dakota, USA",Red,FALSE,Flyweight,1,0,227,2,0,2,0,2,2,0,0,0,0,0,1,1,0,Switch,165.1,125,0.125,0.25,689.25,14,0,1,0,3,4,1,0,0,0,2,1,1,0,Orthodox,175.26,135,27,24
Tim Boetsch,Josh Samman,John McCarthy,7/13/2016,"Sioux Falls, South Dakota, USA",Red,FALSE,Middleweight,0.25,0,583.625,8,0,3,0,3,3,1,0,0,0,0,2,1,0,Orthodox,190.5,185,0.2548980712890625,0.75,334.40230560302734,41,0,1,0,4,9,9,0,0,2,3,4,0,0,Orthodox,182.88,185,28,35
Kyle Noke,Keita Nakamura,Herb Dean,7/13/2016,"Sioux Falls, South Dakota, USA",Blue,FALSE,Welterweight,0.375,0.25,859.25,15,0,0,3,1,1,4,0,0,0,0,0,1,0,Southpaw,180.34,170,0.283203125,0.125,668.5605469,20,0,3,0,3,6,4,0,0,1,0,3,2,0,Southpaw,185.42,170,32,36
Michael McDonald,John Lineker,Herb Dean,7/13/2016,"Sioux Falls, South Dakota, USA",Blue,FALSE,Bantamweight,0.37109375,0,688.171875,23,0,0,1,4,8,2,0,0,0,3,4,1,0,Orthodox,160.02,135,0.3125,0.25,497.5625,18,1,4,0,4,6,2,0,0,1,1,2,2,0,Orthodox,175.26,135,26,25
Aleksei Oleinik,Daniel Omielanczuk,Kevin MacDonald,7/13/2016,"Sioux Falls, South Dakota, USA",Blue,FALSE,Heavyweight,0.3125,0,576.125,13,0,1,0,2,3,2,0,1,0,0,2,0,0,Southpaw,182.88,247,0.5,0,169.5,2,0,2,0,2,2,0,0,0,0,0,1,1,0,Orthodox,187.96,240,33,39
Eric Spicely,Sam Alvey,John McCarthy,7/13/2016,"Sioux Falls, South Dakota, USA",Blue,FALSE,Middleweight,0.1875,0,536.625,10,0,0,1,3,3,3,0,0,0,0,3,0,0,Southpaw,187.96,205,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185,30,29
Cortney Casey,Cristina Stanciu,BobbyWombacher,7/13/2016,"Sioux Falls, South Dakota, USA",Red,FALSE,WomenStrawweight,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,160.02,115,0,0.5,900,6,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,170.18,125,22,29
Devin Clark,Alex Nicholson,BobbyWombacher,7/13/2016,"Sioux Falls, South Dakota, USA",Blue,FALSE,Middleweight,0,0,388,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,193.04,185,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,205,26,26
Scott Holtzman,Cody Pfister,Kevin MacDonald,7/13/2016,"Sioux Falls, South Dakota, USA",Red,FALSE,Lightweight,0,0,497.75,7,0,0,1,1,1,2,0,0,0,1,0,0,0,Orthodox,177.8,155,0,0,830,6,0,1,0,1,1,1,0,0,0,0,0,1,0,Orthodox,175.26,155,26,32
Jose Aldo,Frankie Edgar,Marc Goddard,7/9/2016,"Las Vegas, Nevada, USA",Red,TRUE,Featherweight,0.509765625,0.004882813,763.5802116394043,69,7,3,0,5,14,5,0,0,0,8,4,2,0,Orthodox,167.64000000000001,135,0.2734375,0.5,707.734375,31,8,7,0,7,7,1,0,0,0,5,2,0,0,Orthodox,170.18,135,34,29
